Keyword,SERP features,Volume,KD,CPC,legalbet.ro/: URL,legalbet.ro/: Organic Position,legalbet.ro/: Organic Traffic,legalbet.ro/: Ad title,legalbet.ro/: Ad display URL,legalbet.ro/: Ad description,legalbet.ro/: Ad block,legalbet.ro/: Ad position,legalbet.ro/: Paid traffic,pariurix.com/: URL,pariurix.com/: Organic Position,pariurix.com/: Organic Traffic,pariurix.com/: Ad title,pariurix.com/: Ad display URL,pariurix.com/: Ad description,pariurix.com/: Ad block,pariurix.com/: Ad position,pariurix.com/: Paid traffic,beturi.ro/: URL,beturi.ro/: Organic Position,beturi.ro/: Organic Traffic,beturi.ro/: Ad title,beturi.ro/: Ad display URL,beturi.ro/: Ad description,beturi.ro/: Ad block,beturi.ro/: Ad position,beturi.ro/: Paid traffic,pontul-zilei.com/: URL,pontul-zilei.com/: Organic Position,pontul-zilei.com/: Organic Traffic,pontul-zilei.com/: Ad title,pontul-zilei.com/: Ad display URL,pontul-zilei.com/: Ad description,pontul-zilei.com/: Ad block,pontul-zilei.com/: Ad position,pontul-zilei.com/: Paid traffic,10pariuri.ro/: URL,10pariuri.ro/: Organic Position,10pariuri.ro/: Organic Traffic,10pariuri.ro/: Ad title,10pariuri.ro/: Ad display URL,10pariuri.ro/: Ad description,10pariuri.ro/: Ad block,10pariuri.ro/: Ad position,10pariuri.ro/: Paid traffic,biletu-zilei.com/: URL,biletu-zilei.com/: Organic Position,biletu-zilei.com/: Organic Traffic,biletu-zilei.com/: Ad title,biletu-zilei.com/: Ad display URL,biletu-zilei.com/: Ad description,biletu-zilei.com/: Ad block,biletu-zilei.com/: Ad position,biletu-zilei.com/: Paid traffic,supercazino.ro/: URL,supercazino.ro/: Organic Position,supercazino.ro/: Organic Traffic,supercazino.ro/: Ad title,supercazino.ro/: Ad display URL,supercazino.ro/: Ad description,supercazino.ro/: Ad block,supercazino.ro/: Ad position,supercazino.ro/: Paid traffic,jucatorul.ro/: URL,jucatorul.ro/: Organic Position,jucatorul.ro/: Organic Traffic,jucatorul.ro/: Ad title,jucatorul.ro/: Ad display URL,jucatorul.ro/: Ad description,jucatorul.ro/: Ad block,jucatorul.ro/: Ad position,jucatorul.ro/: Paid traffic,xbets.ro/: URL,xbets.ro/: Organic Position,xbets.ro/: Organic Traffic,xbets.ro/: Ad title,xbets.ro/: Ad display URL,xbets.ro/: Ad description,xbets.ro/: Ad block,xbets.ro/: Ad position,xbets.ro/: Paid traffic,pariuri1x2.ro/: URL,pariuri1x2.ro/: Organic Position,pariuri1x2.ro/: Organic Traffic,pariuri1x2.ro/: Ad title,pariuri1x2.ro/: Ad display URL,pariuri1x2.ro/: Ad description,pariuri1x2.ro/: Ad block,pariuri1x2.ro/: Ad position,pariuri1x2.ro/: Paid traffic,casepariurionline.ro/: URL,casepariurionline.ro/: Organic Position,casepariurionline.ro/: Organic Traffic,casepariurionline.ro/: Ad title,casepariurionline.ro/: Ad display URL,casepariurionline.ro/: Ad description,casepariurionline.ro/: Ad block,casepariurionline.ro/: Ad position,casepariurionline.ro/: Paid traffic,case-pariuri.ro/: URL,case-pariuri.ro/: Organic Position,case-pariuri.ro/: Organic Traffic,case-pariuri.ro/: Ad title,case-pariuri.ro/: Ad display URL,case-pariuri.ro/: Ad description,case-pariuri.ro/: Ad block,case-pariuri.ro/: Ad position,case-pariuri.ro/: Paid traffic,Updated
franta 5/49 rezultate,,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/loto-franta-5-49/,9,5,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-franta-5-49/,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-16 02:56:36
pennsylvania treasure hunt 5/30,People also ask,150,0,1.66,,,,,,,,,,https://pariurix.com/casino/loto/pennsylvania-treasure-hunt-530.html,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-sua-pennsylvania-treasure-hunt-5-30/,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-18 20:57:50
reguli popa prostu,,150,0,,,,,,,,,,,,,,,,,,,,https://beturi.ro/diverse/reguli-popa-prostu/,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/reguli-popa-prostu/,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-03 06:19:10
loto turcia 6/60,,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/loto-turcia-6-90/,6,10,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-turcia-superlotto-6-60/,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-18 17:29:42
jucatorul,"Image pack, Top stories, Thumbnail",150,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-03 21:44:55
efortuna bonus,,150,59,3.17,,,,,,,,,,https://pariurix.com/agentii/recenzii/fortuna/promotii,6,10,,,,,,,https://beturi.ro/oferte-cazino/bonus-fara-depunere-fortuna/,8,6,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/fortuna-bonus-fara-depunere/,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20 10:29:50
loto torino,,150,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-italia-torino-5-90/,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-20 00:45:22
netbet.ro sport,Sitelinks,150,50,3.23,,,,,,,,,,,,,,,,,,,https://beturi.ro/recenzie/netbet-sport/,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/netbet-pariuri/,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 05:27:40
loto italia 10/20 rezultate,,150,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-italia-win-for-life-10-20/,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-17 08:01:43
sweet bonanza demo ron,,150,22,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/sweet-bonanza-1000/,3,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-10 06:47:40
casa pariurilor 321 rotiri gratuite,,100,58,0.91,,,,,,,,,,https://pariurix.com/agentii/recenzii/casa-pariurilor/promotii,5,9,,,,,,,https://beturi.ro/oferte-cazino/rotiri-gratuite-casa-pariurilor/,9,4,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/casa-pariurilor-bonus-fara-depunere/,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14 12:34:06
păcănele clasice,Sitelinks,100,72,1.15,,,,,,,,,,https://pariurix.com/pacanele,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/teme/clasice/,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-03 02:17:46
italia superenalotto 6 90 rezultate,,100,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/loto-italia-6-90-superenalotto/,6,0,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-italia-690/,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-26 16:22:45
rezultate keno franta,,100,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/loto-franta-keno-20-70/,8,5,,,,,,,https://biletu-zilei.com/loterii-internationale/keno-franta/,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 16:08:47
oferte casa pariurilor,Sitelinks,100,9,0.62,,,,,,,,,,https://pariurix.com/agentii/recenzii/casa-pariurilor/promotii,2,1,,,,,,,https://beturi.ro/case-pariuri-oferte/casa-pariurilor-bonus-bun-venit/,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15 11:54:30
www casa pariurilor oferta,"AI Overview, Thumbnail",100,29,0.60,,,,,,,,,,https://pariurix.com/agentii/recenzii/casa-pariurilor/promotii,2,4,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/agentie/casa-pariurilor/,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-25 17:04:24
getsbet rotiri gratuite,,100,63,0.88,,,,,,,,,,,,,,,,,,,https://beturi.ro/oferte-cazino/rotiri-gratuite-getsbet/,7,6,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/getsbet-bonus-fara-depunere/,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24 14:29:49
fortuna bets,"Sitelinks, Bottom ads, Paid sitelinks",100,72,0.91,,,,,,,,,,https://pariurix.com/agentii/recenzii/fortuna,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-11 00:43:49
ce castigi cu 2 numere loto 5/40,AI Overview,100,0,,,,,,,,,,,https://pariurix.com/discutii/discutii-loto-5-40-15246.html,5,12,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto/cat-castigi-cu-3-numere-loto-5-din-40/,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-02 11:56:39
unde să urmăresc man city vs real madrid,Video preview,100,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://xbets.ro/stiri-sportive/cine-transmite-manchester-city-vs-real-madrid-la-tv-de-la-22-00-in-optimile-champions-league/,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25 14:59:29
program super bet,,100,52,0.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/articole-utile-pariuri/program-agentii-superbet/,7,6,,,,,,,https://biletu-zilei.com/agentii-stradale-de-pariuri/agentii-superbet-program/,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-13 10:25:15
jocuri shining crown gratis,"AI Overview, Thumbnail",100,56,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/shining-crown/,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26 01:03:09
www.superbet.ro verificare bilet,"Sitelinks, Video preview",100,48,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/blog/superbet-verificare-bilet/,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-10 03:16:14
bonus sport,,100,56,0.13,,,,,,,,,,https://pariurix.com/agentii/top-bonus,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-12 05:52:04
superbet mobile,,100,69,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/tutoriale/aplicatii/cum-descarci-aplicatia-pentru-pariuri-de-la-superbet/,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-17 00:24:53
magic jackpot rotiri gratuite fara depunere,Sitelinks,100,61,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/bonus-fara-depunere/rotiri-gratuite/magic-jackpot-rotiri/,5,9,,,,,,,,,,,,,,,,https://www.supercazino.ro/bonus-casino/,10,3,,,,,,,https://jucatorul.ro/cazino/recenzii/magicjackpot/bonus-fara-depunere/,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20 18:37:00
dice roll gratis,Sitelinks,100,2,0.20,,,,,,,,,,https://pariurix.com/pacanele/dice-si-roll,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/recenzii/dice-and-roll/,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-26 05:09:40
cum se aseaza piesele la table,"Image pack, Videos, Sitelinks",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/blog/joc-de-table-online/,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-26 19:01:55
pariuri sportive polonia,,100,42,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/loto-polonia-ce-este-si-cum-se-joaca/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pariuri1x2.ro/pariuri/strategie-de-pariere-la-multi-loto-polonia-10-aprilie-avem-168-ron-profit-in-aceasta-luna-detalii-toate-biletele-jucate-astazi-de-noi/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-16 09:31:13
fortuna pariuri sportive fotbal,,100,43,0.04,,,,,,,,,,https://pariurix.com/agentii/recenzii/fortuna,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-08 13:02:36
rezultate italia 6 90,,100,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-italia-690/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14 20:56:40
princess casino app,,100,52,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/princess-casino/aplicatie/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-06 11:09:48
meci live azi,"Top stories, Thumbnail",100,62,0.20,,,,,,,,,,,,,,,,,,,https://beturi.ro/meciuri-azi/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14 10:13:22
suport casa pariurilor,,100,0,,,,,,,,,,,,,,,,,,,,https://beturi.ro/ghid-pariuri/contact-casa-pariurilor/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/casa-pariurilor/contact/,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23 03:26:06
superbet.ro contact,Knowledge panel,100,54,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/metode-contact-cazino/superbet-contact/,9,3,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-20 04:33:23
rotiri gratuite fortuna,,100,54,1.65,,,,,,,,,,,,,,,,,,,https://beturi.ro/oferte-cazino/bonus-fara-depunere-fortuna/,4,11,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/fortuna-bonus-fara-depunere/,5,9,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/fortuna-palace-bonus-fara-depunere/,9,4,,,,,,,https://jucatorul.ro/cazino/recenzii/fortuna/bonus-fara-depunere/,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-18 10:27:20
vlad cazino cod bonus,,100,57,0.87,,,,,,,,,,https://pariurix.com/casino/recenzii/vlad-cazino/bonusuri-si-promotii,6,7,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino/bonusuri-fara-depunere/vlad-cazino-bonus-fara-depunere/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/cod-bonus-vlad-cazino/,7,6,,,,,,,https://jucatorul.ro/cazino/recenzii/vlad-cazino/cod-bonus/,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14 11:47:02
rezultate polonia 1 și 2,,100,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-polonia-multi/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-16 23:50:28
telefon superbet,Local pack,100,58,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/metode-contact-cazino/superbet-contact/,5,9,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25 07:38:07
pacanele cu trifoi gratis,"Top ads, Paid sitelinks, Sitelinks",100,55,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/articole-utile-casino/pacanele-cu-trifoi/,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-21 12:19:28
bilete castigatoare superbet,"Image pack, Video preview",100,28,0.65,,,,,,,,,,https://pariurix.com/discutii/bilete-superbet-castigatoare-si-necastigatoare-48199.html,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-05 21:14:27
păcănele cu coroane,Sitelinks,100,51,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/pacanele/teme/pacanele-cu-coroane/,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-08 09:01:00
bonus instant fara depunere,,100,73,3.34,,,,,,,,,,https://pariurix.com/casino/bonus-fara-depunere,1,39,,,,,,,,,,,,,,,,https://www.pontul-zilei.com/bonusuri-cazino-fara-depunere/,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/bonusuri/fara-depunere/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-17 05:38:19
cea mai veche echipa de fotbal din romania,"AI Overview, Thumbnail, People also ask, Video preview",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pariuri1x2.ro/stiri/fotbal-top-10-cele-mai-vechi-cluburi-din-romania/,5,11,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-16 20:52:55
nr superbet,Local pack,100,59,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-17 05:13:07
jocuri de carti vechi,"AI Overview, Thumbnail",100,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/blog/jocuri-cu-carti/,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24 17:29:26
cu câte numere se câștigă la 6 din 49,"AI Overview, Thumbnail, Sitelinks, Video preview",100,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-6-49-explicat-pe-intelesul-tuturor/,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-23 10:47:30
reguli darts,"AI Overview, Thumbnail, Video preview, People also ask",100,0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/articole-utile-pariuri/pariuri-darts-cum-se-joaca/,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-15 18:02:16
superbet contact telefon,Local pack,100,55,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/metode-contact-cazino/superbet-contact/,7,6,,,,,,,,,,,,,,,,https://jucatorul.ro/cazino/recenzii/superbet/contact/,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-01 09:22:52
cine are cele mai multe goluri din lume,Featured snippet,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://xbets.ro/blog/top-10-cei-mai-buni-marcatori-din-fotbalul-international/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26 23:35:09
netbet bonus de bun venit,,100,51,3.81,,,,,,,,,,https://pariurix.com/agentii/recenzii/netbet/promotii,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/blog/bonus-bun-venit-netbet-casino-exclusiv/,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-28 23:23:59
casino mozzart,Knowledge panel,100,59,0.72,,,,,,,,,,https://pariurix.com/casino/recenzii/mozzartbet-casino,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-20 04:01:22
aparate gratis 7777,"Sitelinks, Video preview",100,71,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.supercazino.ro/jocuri/pacanele-gratis/,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-20 00:31:22
bwin romania,Sitelinks,100,4,1.73,,,,,,,,,,https://pariurix.com/agentii/articole-recomandate/bwin-revine-in-romania-sub-alta-denumire.html,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-22 03:34:31
cum se așează piesele la table,"Image pack, Videos",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/blog/joc-de-table-online/,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-02 06:06:15
meciuri din echipa națională de fotbal a angliei,,100,1,,,,,,,,,,,https://pariurix.com/cupa-mondiala/echipe/anglia,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-18 22:55:26
ungaria keno rezultate,,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://biletu-zilei.com/loterii-internationale/loto-ungaria-keno-20-80/,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-22 06:46:57
efortuna oferta,"AI Overview, Thumbnail",100,57,0.49,,,,,,,,,,https://pariurix.com/agentii/recenzii/fortuna,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-13 21:11:47
jocuri pragmatic,,100,55,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jucatorul.ro/jocuri/provideri/pragmatic-play/,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-14 03:30:18
bonusuri aniversare,,100,61,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://10pariuri.ro/bonus-de-ziua-ta-casino-si-pariuri/,3,13,,,,,,,https://biletu-zilei.com/bonus-aniversar/,10,3,,,,,,,,,,,,,,,,https://jucatorul.ro/bonusuri/de-ziua-ta/,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-21 14:27:06
pariuri loto,,100,58,0.89,,,,,,,,,,https://pariurix.com/casino/loto,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-05 17:40:43
